"Season","Date","Wk","Game Title","Visit Team","Visit Points","Home Team","Home Points","Visit Conf","Visit SubDiv","Home Conf","Home SubDiv"
2008,"2008-09-13",3,"Toledo at Eastern Michigan","Toledo",41,"Eastern Michigan",17,"MAC","FBS","MAC","FBS"
2008,"2008-09-13",3,"Chattanooga at Florida State","Chattanooga",7,"Florida State",46,"FCS","FCS","ACC","FBS"
2008,"2008-09-13",3,"UNLV at Arizona State","UNLV",23,"Arizona State",20,"MW","FBS","Pac 10/12","FBS"
2008,"2008-09-13",3,"Air Force at Houston","Air Force",31,"Houston",28,"MW","FBS","C-USA","FBS"
2008,"2008-09-13",3,"Western Michigan at Idaho","Western Michigan",51,"Idaho",28,"MAC","FBS","WAC","FBS"
2008,"2008-09-13",3,"Southern Mississippi at Arkansas State","Southern Mississippi",27,"Arkansas State",24,"C-USA","FBS","Sun Belt","FBS"
2008,"2008-09-13",3,"Louisiana-Lafayette at Illinois","Louisiana-Lafayette",17,"Illinois",20,"Sun Belt","FBS","Big Ten","FBS"
2008,"2008-09-13",3,"Iowa State at Iowa","Iowa State",5,"Iowa",17,"Big 12","FBS","Big Ten","FBS"
2008,"2008-09-13",3,"Delaware State at Kent State","Delaware State",3,"Kent State",24,"FCS","FCS","MAC","FBS"
2008,"2008-09-13",3,"Middle Tennessee at Kentucky","Middle Tennessee",14,"Kentucky",20,"Sun Belt","FBS","SEC","FBS"
2008,"2008-09-13",3,"North Texas at LSU","North Texas",3,"LSU",41,"Sun Belt","FBS","SEC","FBS"
2008,"2008-09-13",3,"Memphis at Marshall","Memphis",16,"Marshall",17,"C-USA","FBS","C-USA","FBS"
2008,"2008-09-13",3,"California at Maryland","California",27,"Maryland",35,"Pac 10/12","FBS","ACC","FBS"
2008,"2008-09-13",3,"Charleston So. at Miami (Ohio)","Charleston So.",27,"Miami (Ohio)",38,"FCS","FCS","MAC","FBS"
2008,"2008-09-13",3,"Florida Atlantic at Michigan State","Florida Atlantic",0,"Michigan State",17,"Sun Belt","FBS","Big Ten","FBS"
2008,"2008-09-13",3,"Montana State at Minnesota","Montana State",23,"Minnesota",35,"FCS","FCS","Big Ten","FBS"
2008,"2008-09-13",3,"Auburn at Mississippi State","Auburn",3,"Mississippi State",2,"SEC","FBS","SEC","FBS"
2008,"2008-09-13",3,"Samford at Mississippi","Samford",10,"Mississippi",34,"FCS","FCS","SEC","FBS"
2008,"2008-09-13",3,"Nevada at Missouri","Nevada",17,"Missouri",69,"WAC","FBS","Big 12","FBS"
2008,"2008-09-13",3,"New Mexico State at Nebraska","New Mexico State",7,"Nebraska",38,"WAC","FBS","Big 12","FBS"
2008,"2008-09-13",3,"Arizona at New Mexico","Arizona",28,"New Mexico",36,"Pac 10/12","FBS","MW","FBS"
2008,"2008-09-13",3,"Ball State at Akron","Ball State",41,"Akron",24,"MAC","FBS","MAC","FBS"
2008,"2008-09-13",3,"Southern Illinois at Northwestern","Southern Illinois",7,"Northwestern",33,"FCS","FCS","Big Ten","FBS"
2008,"2008-09-13",3,"Michigan at Notre Dame","Michigan",17,"Notre Dame",35,"Big Ten","FBS","IND","FBS"
2008,"2008-09-13",3,"Central Michigan at Ohio","Central Michigan",31,"Ohio",28,"MAC","FBS","MAC","FBS"
2008,"2008-09-13",3,"Missouri State at Oklahoma State","Missouri State",13,"Oklahoma State",57,"FCS","FCS","Big 12","FBS"
2008,"2008-09-13",3,"Hawai'i at Oregon State","Hawai'i",7,"Oregon State",45,"WAC","FBS","Pac 10/12","FBS"
2008,"2008-09-13",3,"Oregon at Purdue","Oregon",32,"Purdue",26,"Pac 10/12","FBS","Big Ten","FBS"
2008,"2008-09-13",3,"San Diego State at San Jose State","San Diego State",10,"San Jose State",35,"MW","FBS","WAC","FBS"
2008,"2008-09-13",3,"Georgia at South Carolina","Georgia",14,"South Carolina",7,"SEC","FBS","SEC","FBS"
2008,"2008-09-13",3,"Ohio State at USC","Ohio State",3,"USC",35,"Big Ten","FBS","Pac 10/12","FBS"
2008,"2008-09-13",3,"Bowling Green at Boise State","Bowling Green",7,"Boise State",20,"MAC","FBS","WAC","FBS"
2008,"2008-09-13",3,"Penn State at Syracuse","Penn State",55,"Syracuse",13,"Big Ten","FBS","Big East","FBS"
2008,"2008-09-13",3,"UAB at Tennessee","UAB",3,"Tennessee",35,"C-USA","FBS","SEC","FBS"
2008,"2008-09-13",3,"Stanford at TCU","Stanford",14,"TCU",31,"Pac 10/12","FBS","MW","FBS"
2008,"2008-09-13",3,"SMU at Texas Tech","SMU",7,"Texas Tech",43,"C-USA","FBS","Big 12","FBS"
2008,"2008-09-13",3,"Alcorn St. at Troy","Alcorn St.",0,"Troy",65,"FCS","FCS","Sun Belt","FBS"
2008,"2008-09-13",3,"East Carolina at Tulane","East Carolina",28,"Tulane",24,"C-USA","FBS","C-USA","FBS"
2008,"2008-09-13",3,"Utah at Utah State","Utah",58,"Utah State",10,"MW","FBS","WAC","FBS"
2008,"2008-09-13",3,"Rice at Vanderbilt","Rice",21,"Vanderbilt",38,"C-USA","FBS","SEC","FBS"
2008,"2008-09-13",3,"Georgia Tech at Virginia Tech","Georgia Tech",17,"Virginia Tech",20,"ACC","FBS","ACC","FBS"
2008,"2008-09-13",3,"Oklahoma at Washington","Oklahoma",55,"Washington",14,"Big 12","FBS","Pac 10/12","FBS"
2008,"2008-09-13",3,"UCLA at BYU","UCLA",0,"BYU",59,"Pac 10/12","FBS","MW","FBS"
2008,"2008-09-13",3,"Western Kentucky at Alabama","Western Kentucky",7,"Alabama",41,"IND","FBS","SEC","FBS"
2008,"2008-09-13",3,"North Dakota State at Wyoming","North Dakota State",13,"Wyoming",16,"FCS","FCS","MW","FBS"
2008,"2008-09-13",3,"Temple at Buffalo","Temple",28,"Buffalo",30,"MAC","FBS","MAC","FBS"
2008,"2008-09-13",3,"Wisconsin at Fresno State","Wisconsin",13,"Fresno State",10,"Big Ten","FBS","WAC","FBS"
2008,"2008-09-17",4,"Kansas State at Louisville","Kansas State",29,"Louisville",38,"Big 12","FBS","Big East","FBS"
2008,"2008-09-18",4,"West Virginia at Colorado","West Virginia",14,"Colorado",17,"Big East","FBS","Big 12","FBS"
2008,"2008-09-19",4,"Baylor at Connecticut","Baylor",28,"Connecticut",31,"Big 12","FBS","Big East","FBS"
2008,"2008-09-20",4,"Arizona at UCLA","Arizona",31,"UCLA",10,"Pac 10/12","FBS","Pac 10/12","FBS"
2008,"2008-09-20",4,"Miami (Ohio) at Cincinnati","Miami (Ohio)",20,"Cincinnati",45,"MAC","FBS","Big East","FBS"
2008,"2008-09-20",4,"South Carolina State at Clemson","South Carolina State",0,"Clemson",54,"FCS","FCS","ACC","FBS"
2008,"2008-09-20",4,"Houston at Colorado State","Houston",25,"Colorado State",28,"C-USA","FBS","MW","FBS"
2008,"2008-09-20",4,"South Florida at Florida International","South Florida",17,"Florida International",9,"Big East","FBS","Sun Belt","FBS"
2008,"2008-09-20",4,"Wake Forest at Florida State","Wake Forest",12,"Florida State",3,"ACC","FBS","ACC","FBS"
2008,"2008-09-20",4,"Mississippi State at Georgia Tech","Mississippi State",7,"Georgia Tech",38,"SEC","FBS","ACC","FBS"
2008,"2008-09-20",4,"Georgia at Arizona State","Georgia",27,"Arizona State",10,"SEC","FBS","Pac 10/12","FBS"
2008,"2008-09-20",4,"Middle Tennessee at Arkansas State","Middle Tennessee",14,"Arkansas State",31,"Sun Belt","FBS","Sun Belt","FBS"
2008,"2008-09-20",4,"Ball State at Indiana","Ball State",42,"Indiana",20,"MAC","FBS","Big Ten","FBS"
2008,"2008-09-20",4,"Alabama at Arkansas","Alabama",49,"Arkansas",14,"SEC","FBS","SEC","FBS"
2008,"2008-09-20",4,"Sam Houston State at Kansas","Sam Houston State",14,"Kansas",38,"FCS","FCS","Big 12","FBS"
2008,"2008-09-20",4,"Southeastern Louisiana at Louisiana Tech","Southeastern Louisiana",26,"Louisiana Tech",41,"FCS","FCS","WAC","FBS"
2008,"2008-09-20",4,"LSU at Auburn","LSU",26,"Auburn",21,"SEC","FBS","SEC","FBS"
2008,"2008-09-20",4,"Eastern Michigan at Maryland","Eastern Michigan",24,"Maryland",51,"MAC","FBS","ACC","FBS"
2008,"2008-09-20",4,"Nicholls State at Memphis","Nicholls State",10,"Memphis",31,"FCS","FCS","C-USA","FBS"
2008,"2008-09-20",4,"Notre Dame at Michigan State","Notre Dame",7,"Michigan State",23,"IND","FBS","Big Ten","FBS"
2008,"2008-09-20",4,"Florida Atlantic at Minnesota","Florida Atlantic",3,"Minnesota",37,"Sun Belt","FBS","Big Ten","FBS"
2008,"2008-09-20",4,"Vanderbilt at Mississippi","Vanderbilt",23,"Mississippi",17,"SEC","FBS","SEC","FBS"
2008,"2008-09-20",4,"Buffalo at Missouri","Buffalo",21,"Missouri",42,"MAC","FBS","Big 12","FBS"
2008,"2008-09-20",4,"Virginia Tech at North Carolina","Virginia Tech",20,"North Carolina",17,"ACC","FBS","ACC","FBS"
2008,"2008-09-20",4,"Iowa State at UNLV","Iowa State",31,"UNLV",34,"Big 12","FBS","MW","FBS"
2008,"2008-09-20",4,"East Carolina at North Carolina State","East Carolina",24,"North Carolina State",30,"C-USA","FBS","ACC","FBS"
2008,"2008-09-20",4,"Indiana State at Northern Illinois","Indiana State",3,"Northern Illinois",48,"FCS","FCS","MAC","FBS"
2008,"2008-09-20",4,"Ohio at Northwestern","Ohio",8,"Northwestern",16,"MAC","FBS","Big Ten","FBS"
2008,"2008-09-20",4,"Troy at Ohio State","Troy",10,"Ohio State",28,"Sun Belt","FBS","Big Ten","FBS"
2008,"2008-09-20",4,"Boise State at Oregon","Boise State",37,"Oregon",32,"WAC","FBS","Pac 10/12","FBS"
2008,"2008-09-20",4,"Temple at Penn State","Temple",3,"Penn State",45,"MAC","FBS","Big Ten","FBS"
2008,"2008-09-20",4,"Iowa at Pittsburgh","Iowa",20,"Pittsburgh",21,"Big Ten","FBS","Big East","FBS"
2008,"2008-09-20",4,"Central Michigan at Purdue","Central Michigan",25,"Purdue",32,"MAC","FBS","Big Ten","FBS"
2008,"2008-09-20",4,"Wofford at South Carolina","Wofford",13,"South Carolina",23,"FCS","FCS","SEC","FBS"
2008,"2008-09-20",4,"TCU at SMU","TCU",48,"SMU",7,"MW","FBS","C-USA","FBS"
2008,"2008-09-20",4,"Marshall at Southern Mississippi","Marshall",34,"Southern Mississippi",27,"C-USA","FBS","C-USA","FBS"
2008,"2008-09-20",4,"UCF at Boston College","UCF",7,"Boston College",34,"C-USA","FBS","ACC","FBS"
2008,"2008-09-20",4,"Kent State at Louisiana-Lafayette","Kent State",27,"Louisiana-Lafayette",44,"MAC","FBS","Sun Belt","FBS"
2008,"2008-09-20",4,"San Jose State at Stanford","San Jose State",10,"Stanford",23,"WAC","FBS","Pac 10/12","FBS"
2008,"2008-09-20",4,"Northeastern at Syracuse","Northeastern",21,"Syracuse",30,"FCS","FCS","Big East","FBS"
2008,"2008-09-20",4,"Florida at Tennessee","Florida",30,"Tennessee",6,"SEC","FBS","SEC","FBS"
2008,"2008-09-20",4,"Miami (Florida) at Texas A&M","Miami (Florida)",41,"Texas A&M",23,"ACC","FBS","Big 12","FBS"
2008,"2008-09-20",4,"Massachusetts at Texas Tech","Massachusetts",14,"Texas Tech",56,"FCS","FCS","Big 12","FBS"
2008,"2008-09-20",4,"Rice at Texas","Rice",10,"Texas",52,"C-USA","FBS","Big 12","FBS"
2008,"2008-09-20",4,"New Mexico State at UTEP","New Mexico State",34,"UTEP",33,"WAC","FBS","C-USA","FBS"
2008,"2008-09-20",4,"Fresno State at Toledo","Fresno State",55,"Toledo",54,"WAC","FBS","MAC","FBS"
2008,"2008-09-20",4,"Louisiana-Monroe at Tulane","Louisiana-Monroe",10,"Tulane",24,"Sun Belt","FBS","C-USA","FBS"
2008,"2008-09-20",4,"New Mexico at Tulsa","New Mexico",14,"Tulsa",56,"MW","FBS","C-USA","FBS"
2008,"2008-09-20",4,"Utah at Air Force","Utah",30,"Air Force",23,"MW","FBS","MW","FBS"
2008,"2008-09-20",4,"Akron at Army","Akron",22,"Army",3,"MAC","FBS","IND","FBS"
2008,"2008-09-20",4,"Rutgers at Navy","Rutgers",21,"Navy",23,"Big East","FBS","IND","FBS"
2008,"2008-09-20",4,"Idaho at Utah State","Idaho",17,"Utah State",42,"WAC","FBS","WAC","FBS"
2008,"2008-09-20",4,"Portland State at Washington State","Portland State",9,"Washington State",48,"FCS","FCS","Pac 10/12","FBS"
2008,"2008-09-20",4,"Wyoming at BYU","Wyoming",0,"BYU",44,"MW","FBS","MW","FBS"
2008,"2008-09-20",4,"Murray State at Western Kentucky","Murray State",9,"Western Kentucky",50,"FCS","FCS","IND","FBS"
2008,"2008-09-20",4,"Tennessee Tech at Western Michigan","Tennessee Tech",7,"Western Michigan",41,"FCS","FCS","MAC","FBS"
2008,"2008-09-20",4,"Alabama St. at UAB","Alabama St.",10,"UAB",45,"FCS","FCS","C-USA","FBS"
2008,"2008-09-25",5,"USC at Oregon State","USC",21,"Oregon State",27,"Pac 10/12","FBS","Pac 10/12","FBS"
2008,"2008-09-25",5,"SMU at Tulane","SMU",27,"Tulane",34,"C-USA","FBS","C-USA","FBS"
2008,"2008-09-26",5,"Connecticut at Louisville","Connecticut",26,"Louisville",21,"Big East","FBS","Big East","FBS"
2008,"2008-09-27",5,"Colorado State at California","Colorado State",7,"California",42,"MW","FBS","Pac 10/12","FBS"
2008,"2008-09-27",5,"Fresno State at UCLA","Fresno State",36,"UCLA",31,"WAC","FBS","Pac 10/12","FBS"
2008,"2008-09-27",5,"Buffalo at Central Michigan","Buffalo",25,"Central Michigan",27,"MAC","FBS","MAC","FBS"
2008,"2008-09-27",5,"Maryland at Clemson","Maryland",20,"Clemson",17,"ACC","FBS","ACC","FBS"
2008,"2008-09-27",5,"Virginia at Duke","Virginia",3,"Duke",31,"ACC","FBS","ACC","FBS"
2008,"2008-09-27",5,"Houston at East Carolina","Houston",41,"East Carolina",24,"C-USA","FBS","C-USA","FBS"
2008,"2008-09-27",5,"Northern Illinois at Eastern Michigan","Northern Illinois",37,"Eastern Michigan",0,"MAC","FBS","MAC","FBS"
2008,"2008-09-27",5,"Colorado at Florida State","Colorado",21,"Florida State",39,"Big 12","FBS","ACC","FBS"
2008,"2008-09-27",5,"Mississippi at Florida","Mississippi",31,"Florida",30,"SEC","FBS","SEC","FBS"
2008,"2008-09-27",5,"Alabama at Georgia","Alabama",41,"Georgia",30,"SEC","FBS","SEC","FBS"
2008,"2008-09-27",5,"San Jose State at Hawai'i","San Jose State",20,"Hawai'i",17,"WAC","FBS","WAC","FBS"
2008,"2008-09-27",5,"Michigan State at Indiana","Michigan State",42,"Indiana",29,"Big Ten","FBS","Big Ten","FBS"
2008,"2008-09-27",5,"Northwestern at Iowa","Northwestern",22,"Iowa",17,"Big Ten","FBS","Big Ten","FBS"
2008,"2008-09-27",5,"Louisiana-Lafayette at Kansas State","Louisiana-Lafayette",37,"Kansas State",45,"Sun Belt","FBS","Big 12","FBS"
2008,"2008-09-27",5,"Western Kentucky at Kentucky","Western Kentucky",3,"Kentucky",41,"IND","FBS","SEC","FBS"
2008,"2008-09-27",5,"Mississippi State at LSU","Mississippi State",24,"LSU",34,"SEC","FBS","SEC","FBS"
2008,"2008-09-27",5,"Tennessee at Auburn","Tennessee",12,"Auburn",14,"SEC","FBS","SEC","FBS"
2008,"2008-09-27",5,"Arkansas State at Memphis","Arkansas State",17,"Memphis",29,"Sun Belt","FBS","C-USA","FBS"
2008,"2008-09-27",5,"North Carolina at Miami (Florida)","North Carolina",28,"Miami (Florida)",24,"ACC","FBS","ACC","FBS"
2008,"2008-09-27",5,"Wisconsin at Michigan","Wisconsin",25,"Michigan",27,"Big Ten","FBS","Big Ten","FBS"
2008,"2008-09-27",5,"Virginia Tech at Nebraska","Virginia Tech",35,"Nebraska",30,"ACC","FBS","Big 12","FBS"
2008,"2008-09-27",5,"Nevada at UNLV","Nevada",49,"UNLV",27,"WAC","FBS","MW","FBS"
2008,"2008-09-27",5,"Kent State at Ball State","Kent State",20,"Ball State",41,"MAC","FBS","MAC","FBS"
2008,"2008-09-27",5,"New Mexico at New Mexico State","New Mexico",35,"New Mexico State",24,"MW","FBS","WAC","FBS"
2008,"2008-09-27",5,"South Florida at North Carolina State","South Florida",41,"North Carolina State",10,"Big East","FBS","ACC","FBS"
2008,"2008-09-27",5,"Cincinnati at Akron","Cincinnati",17,"Akron",15,"Big East","FBS","MAC","FBS"
2008,"2008-09-27",5,"Purdue at Notre Dame","Purdue",21,"Notre Dame",38,"Big Ten","FBS","IND","FBS"
2008,"2008-09-27",5,"Minnesota at Ohio State","Minnesota",21,"Ohio State",34,"Big Ten","FBS","Big Ten","FBS"
2008,"2008-09-27",5,"Virginia Military at Ohio","Virginia Military",31,"Ohio",51,"FCS","FCS","MAC","FBS"
2008,"2008-09-27",5,"Troy at Oklahoma State","Troy",24,"Oklahoma State",55,"Sun Belt","FBS","Big 12","FBS"
2008,"2008-09-27",5,"TCU at Oklahoma","TCU",10,"Oklahoma",35,"MW","FBS","Big 12","FBS"
2008,"2008-09-27",5,"Illinois at Penn State","Illinois",24,"Penn State",38,"Big Ten","FBS","Big Ten","FBS"
2008,"2008-09-27",5,"North Texas at Rice","North Texas",20,"Rice",77,"Sun Belt","FBS","C-USA","FBS"
2008,"2008-09-27",5,"Morgan State at Rutgers","Morgan State",0,"Rutgers",38,"FCS","FCS","Big East","FBS"
2008,"2008-09-27",5,"Idaho at San Diego State","Idaho",17,"San Diego State",45,"WAC","FBS","MW","FBS"
2008,"2008-09-27",5,"UAB at South Carolina","UAB",13,"South Carolina",26,"C-USA","FBS","SEC","FBS"
2008,"2008-09-27",5,"Rhode Island at Boston College","Rhode Island",0,"Boston College",42,"FCS","FCS","ACC","FBS"
2008,"2008-09-27",5,"Pittsburgh at Syracuse","Pittsburgh",34,"Syracuse",24,"Big East","FBS","Big East","FBS"
2008,"2008-09-27",5,"Western Michigan at Temple","Western Michigan",7,"Temple",3,"MAC","FBS","MAC","FBS"
2008,"2008-09-27",5,"Army at Texas A&M","Army",17,"Texas A&M",21,"IND","FBS","Big 12","FBS"
2008,"2008-09-27",5,"Arkansas at Texas","Arkansas",10,"Texas",52,"SEC","FBS","Big 12","FBS"
2008,"2008-09-27",5,"UCF at UTEP","UCF",13,"UTEP",58,"C-USA","FBS","C-USA","FBS"
2008,"2008-09-27",5,"Florida International at Toledo","Florida International",35,"Toledo",16,"Sun Belt","FBS","MAC","FBS"
2008,"2008-09-27",5,"Central Arkansas at Tulsa","Central Arkansas",34,"Tulsa",62,"FCS","FCS","C-USA","FBS"
2008,"2008-09-27",5,"Weber State at Utah","Weber State",21,"Utah",37,"FCS","FCS","MW","FBS"
2008,"2008-09-27",5,"Navy at Wake Forest","Navy",24,"Wake Forest",17,"IND","FBS","ACC","FBS"
2008,"2008-09-27",5,"Oregon at Washington State","Oregon",63,"Washington State",14,"Pac 10/12","FBS","Pac 10/12","FBS"
2008,"2008-09-27",5,"Stanford at Washington","Stanford",35,"Washington",28,"Pac 10/12","FBS","Pac 10/12","FBS"
2008,"2008-09-27",5,"Marshall at West Virginia","Marshall",3,"West Virginia",27,"C-USA","FBS","Big East","FBS"
2008,"2008-09-27",5,"Bowling Green at Wyoming","Bowling Green",45,"Wyoming",16,"MAC","FBS","MW","FBS"
2008,"2008-09-30",6,"Florida Atlantic at Middle Tennessee","Florida Atlantic",13,"Middle Tennessee",14,"Sun Belt","FBS","Sun Belt","FBS"
2008,"2008-10-01",6,"Louisiana Tech at Boise State","Louisiana Tech",3,"Boise State",38,"WAC","FBS","WAC","FBS"
2008,"2008-10-02",6,"Pittsburgh at South Florida","Pittsburgh",26,"South Florida",21,"Big East","FBS","Big East","FBS"
2008,"2008-10-02",6,"Oregon State at Utah","Oregon State",28,"Utah",31,"Pac 10/12","FBS","MW","FBS"
2008,"2008-10-02",6,"Memphis at UAB","Memphis",33,"UAB",30,"C-USA","FBS","C-USA","FBS"
2008,"2008-10-03",6,"Cincinnati at Marshall","Cincinnati",33,"Marshall",10,"Big East","FBS","C-USA","FBS"
2008,"2008-10-03",6,"BYU at Utah State","BYU",34,"Utah State",14,"MW","FBS","WAC","FBS"
2008,"2008-10-04",6,"Arizona State at California","Arizona State",14,"California",24,"Pac 10/12","FBS","Pac 10/12","FBS"
2008,"2008-10-04",6,"Washington State at UCLA","Washington State",3,"UCLA",28,"Pac 10/12","FBS","Pac 10/12","FBS"
2008,"2008-10-04",6,"SMU at UCF","SMU",17,"UCF",31,"C-USA","FBS","C-USA","FBS"
2008,"2008-10-04",6,"UNLV at Colorado State","UNLV",28,"Colorado State",41,"MW","FBS","MW","FBS"
2008,"2008-10-04",6,"Texas at Colorado","Texas",38,"Colorado",14,"Big 12","FBS","Big 12","FBS"
2008,"2008-10-04",6,"Duke at Georgia Tech","Duke",0,"Georgia Tech",27,"ACC","FBS","ACC","FBS"
2008,"2008-10-04",6,"Washington at Arizona","Washington",14,"Arizona",48,"Pac 10/12","FBS","Pac 10/12","FBS"
2008,"2008-10-04",6,"Nevada at Idaho","Nevada",49,"Idaho",14,"WAC","FBS","WAC","FBS"
2008,"2008-10-04",6,"Florida at Arkansas","Florida",38,"Arkansas",7,"SEC","FBS","SEC","FBS"
2008,"2008-10-04",6,"Kansas at Iowa State","Kansas",35,"Iowa State",33,"Big 12","FBS","Big 12","FBS"
2008,"2008-10-04",6,"Texas Tech at Kansas State","Texas Tech",58,"Kansas State",28,"Big 12","FBS","Big 12","FBS"
2008,"2008-10-04",6,"Akron at Kent State","Akron",30,"Kent State",27,"MAC","FBS","MAC","FBS"
2008,"2008-10-04",6,"Temple at Miami (Ohio)","Temple",28,"Miami (Ohio)",10,"MAC","FBS","MAC","FBS"
2008,"2008-10-04",6,"Florida State at Miami (Florida)","Florida State",41,"Miami (Florida)",39,"ACC","FBS","ACC","FBS"
2008,"2008-10-04",6,"Iowa at Michigan State","Iowa",13,"Michigan State",16,"Big Ten","FBS","Big Ten","FBS"
2008,"2008-10-04",6,"Illinois at Michigan","Illinois",45,"Michigan",20,"Big Ten","FBS","Big Ten","FBS"
2008,"2008-10-04",6,"Indiana at Minnesota","Indiana",7,"Minnesota",16,"Big Ten","FBS","Big Ten","FBS"
2008,"2008-10-04",6,"South Carolina at Mississippi","South Carolina",31,"Mississippi",24,"SEC","FBS","SEC","FBS"
2008,"2008-10-04",6,"Connecticut at North Carolina","Connecticut",12,"North Carolina",38,"Big East","FBS","ACC","FBS"
2008,"2008-10-04",6,"Missouri at Nebraska","Missouri",52,"Nebraska",17,"Big 12","FBS","Big 12","FBS"
2008,"2008-10-04",6,"Alcorn St. at New Mexico State","Alcorn St.",10,"New Mexico State",45,"FCS","FCS","WAC","FBS"
2008,"2008-10-04",6,"Wyoming at New Mexico","Wyoming",0,"New Mexico",24,"MW","FBS","MW","FBS"
2008,"2008-10-04",6,"Boston College at North Carolina State","Boston College",38,"North Carolina State",31,"ACC","FBS","ACC","FBS"
2008,"2008-10-04",6,"Florida International at North Texas","Florida International",42,"North Texas",10,"Sun Belt","FBS","Sun Belt","FBS"
2008,"2008-10-04",6,"Louisiana-Lafayette at Louisiana-Monroe","Louisiana-Lafayette",44,"Louisiana-Monroe",35,"Sun Belt","FBS","Sun Belt","FBS"
2008,"2008-10-04",6,"Oklahoma at Baylor","Oklahoma",49,"Baylor",17,"Big 12","FBS","Big 12","FBS"
2008,"2008-10-04",6,"Stanford at Notre Dame","Stanford",21,"Notre Dame",28,"Pac 10/12","FBS","IND","FBS"
2008,"2008-10-04",6,"Texas A&M at Oklahoma State","Texas A&M",28,"Oklahoma State",56,"Big 12","FBS","Big 12","FBS"
2008,"2008-10-04",6,"Penn State at Purdue","Penn State",20,"Purdue",6,"Big Ten","FBS","Big Ten","FBS"
2008,"2008-10-04",6,"Oregon at USC","Oregon",10,"USC",44,"Pac 10/12","FBS","Pac 10/12","FBS"
2008,"2008-10-04",6,"UTEP at Southern Mississippi","UTEP",40,"Southern Mississippi",37,"C-USA","FBS","C-USA","FBS"
2008,"2008-10-04",6,"Northern Illinois at Tennessee","Northern Illinois",9,"Tennessee",13,"MAC","FBS","SEC","FBS"
2008,"2008-10-04",6,"San Diego State at TCU","San Diego State",7,"TCU",41,"MW","FBS","MW","FBS"
2008,"2008-10-04",6,"Ball State at Toledo","Ball State",31,"Toledo",0,"MAC","FBS","MAC","FBS"
2008,"2008-10-04",6,"Eastern Michigan at Bowling Green","Eastern Michigan",24,"Bowling Green",21,"MAC","FBS","MAC","FBS"
